Dnr,Agenda_2030,VinnovaAnpassatDelm
2019-05357,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05373,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05375,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05378,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05380,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05385,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05399,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05537,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05576,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05585,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05586,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05801,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05829,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05906,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05908,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00029,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00031,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00068,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03060,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03386,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03402,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04866,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04869,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04880,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04882,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04886,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04887,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04895,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05067,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05096,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05162,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05169,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05174,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05181,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05183,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05186,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05188,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05192,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05195,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05224,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05235,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05255,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05257,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05264,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05269,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05271,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05272,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05273,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05274,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05276,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05278,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05287,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05289,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05294,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05295,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05296,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05299,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05301,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05303,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05304,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05306,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05310,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05311,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05312,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05314,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05318,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05319,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05322,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05342,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05352,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05363,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05371,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05402,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05429,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05436,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05470,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
